,pdbid,smiles
10790,4gq4,FC(F)(F)Cc1sc2c(c1)c([n]c[n]2)N1CC[N](=C2SC(C)(C)CN2)CC1
2199,4yvc,c1c[n]ccc1c1nc(NC(=O)c2c(cccc2)F)sc1
1610,1xh8,O=C(c1cc[n]cc1)N[C@@H]1C[NH2+]CCC[C@H]1NC(=O)c1ccc(cc1)C(=O)c1c(O)ccc(c1)N1CCC(C)(C)CC1
10744,3wq5,[C+](\[NH2])(=[NH]\[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)/Cc1ccccc1
9947,4fp1,OC([C-](=O)=O)(C(F)(F)F)C(F)(F)F
11495,4cp5,C[C@@H](OC[P@](=O)(S)OP(=O)(=O)O[P](=O)(=O)=O)Cn1cnc2c1ncnc2N
9995,4asd,c1c(ccc(c1C(F)(F)F)Cl)NC(=O)Nc1ccc(cc1)Oc1cc[n]c(c1)C(=O)NC
6921,2h9p,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)O)[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
8655,4dfb,[C@H]1([C@@H]([C@H]([C@@H]([C@@H](C[NH3+])O1)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](C[C@@H]1[NH3+])[NH3+])O[C@@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)[NH3+])O)O
11868,1e03,O(C)[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC)OS(=O)(=O)O)O[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1OC)OC)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OS(=O)(=O)O)OS(=O)(=O)O)O[C@@H]1[C@@H](O[C@H]([C@@H]([C@H]1OC)OS(=O)(=O)O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OS(=O)(=O)O)OS(=O)(=O)O)OC)COS(=O)(=O)O)[C-](=O)=O)COS(=O)(=O)O)[C-](=O)=O)COS(=O)(=O)O
8702,5c6o,COc1cc(ccc1OC)[C@](C(C)C)(C#N)CCC[N@@H+](C)CCc1cc(c(cc1)OC)OC
3196,4oyp,O=[C-](=O)c1cc2ccccc2o1
799,4lwt,c12c([C@](C(=O)N1)(Cc1cc(Cl)ccc1)[C@@H]1CN(CCC1)C(=O)C)ccc(c2)Cl
8789,1bim,N(C(=O)C[C@H](C(=O)N[C@H]([C@@H](O)[C@H]1C(=O)N(C(C1)(C)C)C)CC1CCCCC1)Cc1csc(n1)N)(C)[C@@H](C)c1ccccc1
4957,4fxj,[NH3+][C@H]([C-](=O)=O)Cc1ccccc1
4932,2kfx,S(=O)(=O)(NCCCCCC[NH3+])c1cccc2c1cccc2Cl
4754,2pks,Cc1cccc(c1)C(=O)c1cc[n]c(NCc2ccc(cc2)[C+](=[NH2])=[NH2])c1
3768,2c6l,O=S(=O)(N)c1ccc(cc1)NC1N2NC=NC2[N]C(C1)N[C@@H]1CC[C@@H]([NH3+])CC1
1622,2rok,P(=O)(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)N1C[N@@H+]([C@@H]2C(=O)NC(=N)N=C12)C)OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH][c+](=[NH2])[nH]c12
7001,4zsr,[C+]1(=[NH2])N[C@@]23COC[C@]2(CS1)C[C@H](CC3)NC(=O)c1cccc(c1)Cl
10859,4itp,C(C(=O)NCc1ccc(S(=O)(=O)N)cc1)c1ccccc1
135,2m0u,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(C)C)CCC[NH]=[C+](=[NH2])=[NH2])[C@H](O)C)C[C-](=O)=O)CCC(=O)N
4855,8hvp,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C(C)C)C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C(C)C)[C@H](CC)C)CC(=O)N)CCC(=O)N)CO)C(C)C
2638,3ava,N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C1=O)C[C-](=O)=O)CC(C)C)CC(=O)N)C[C-](=O)=O)[C@H](CC)C)CCCC[NH3+])CC(C)C)C
8127,3bls,B(O)(O)c1cc(ccc1)N
4124,1zom,[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)N[C@@H](c1ccc(cc1)Br)C)CCCNC(=O)N)C(C)C)CCC[NH]=[C+](=[NH2])=[NH2])(c1nccs1)O
4196,3vsx,c1c(c(ccc1)Cl)N1CC([N+](CC1=O)C[C@@H]([C@H](C[C@H](C(=O)NCC(C(=O)N)(C)C)C(C)C)O)[NH3+])(C)C
8775,1b6p,CCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(cc1)O)[C@@H](C[NH2+][C@H]1Cc2ccc(cc2)OCCCNC(=O)[C@@H](NC1=O)[C@H](CC)C)O)C(C)C
7686,1rq2,[C-](=O)(=O)CC(O)(C[C-](=O)=O)[C-](=O)=O
4781,2q15,CN(C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1
6565,2ydo,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)[n]c[n]c12
3543,4ch2,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H]([C-](=O)=O)CCC1)Cc1ccc(cc1)O[P](=O)(=O)=O)Cc1ccc(cc1)O[P](=O)(=O)=O)C[C-](=O)=O)Cc1ccc(cc1)O[P](=O)(=O)=O)CC(C)C)C[C-](=O)=O
11252,4b0b,[n]1c(cccc1)Oc1cc(N)ccc1
9179,3eta,[NH3+]Cc1ccc(cc1)c1c[n]c2[nH]cc(c3cccc(NC(=O)Nc4ccccc4Oc4ccccc4)c3)c2c1
9905,3kmx,c1(OCCCC)ccc(cc1Cl)CS[C+](=[NH2])=[NH2]
10521,3mmf,c1(S(=O)(=O)N)ccc(cc1)Nc1[n]c(NCCO)[n]c(Cl)[n]1
6264,4kc2,O=c1[nH]c(=O)n(cc1)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CNC(=O)c1cccc([n]1)CO
2819,1jd5,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)CCC1)[C@H](CC)C)Cc1ccccc1)Cc1ccc(cc1)O)C)[C@H](CC)C)C
10142,1e2k,OC[C@]12[C@@H](O)C[C@H](n3c(=O)[nH]c(=O)c(c3)C)[C@H]1C2
11110,1ydk,[NH3+][C@H]([C-](=O)=O)CCC(=O)N[C@H](C(=O)NC[C-](=O)=O)CSCCCCCC
6282,4kln,P(=O)(=O)(S)OP(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
1576,1ny0,CCOc1c(C(=O)NCB(O)O)c2c(cccc2)cc1
9374,3fwv,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)Cc1ccccc1)C(C)C)CC[C-](=O)=O)CC[C-](=O)=O)CCSC
5815,3rt6,n1(c(=O)[nH]c(=O)c(F)c1)C[C@H]([NH3+])[C-](=O)=O
11067,4mc2,c1c(cc2c(c1)S(=O)(=O)N(C[C@H](C2)C(C)(C)C)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@@H]1COCC1)O)F
7092,4yqh,c1ccccc1c1nc([nH]c1)CCc1c[n]c2ccccc2[n]1
2095,2h5j,C(=O)(C)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CO)C[C-](=O)=O)CCC(=O)N)CCSC)C[C-](=O)=O
10324,4b6r,COc1ccc(cc1)C[C@@H]1C(=O)[C@@H](O)[C@H](O)C[C@@]1([C-](=O)=O)O
6730,3al3,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H]([C@@H](C)O[P](=O)(=O)=O)C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)Cc2ccc(cc2)O)CC(C)C)CC[C-](=O)=O)CCC1)Cc1ccccc1)Cc1ccc(cc1)O)[C@H](CC)C)CO
3600,2hmb,[C-](=O)(=O)CCCCCCCCCCCCCCC
10049,1zpa,C(=O)(NCc1cn(nn1)[C@H]([C@@H](CN(CC(C)C)S(=O)(=O)c1ccc(cc1)OC)O)Cc1ccccc1)c1ccc(cc1)CNC(=O)OC(C)(C)C
10561,3s71,NS(=O)(=O)c1oc2ccccc2c1
5360,1oit,c1c(ccc(S(=O)(=O)N)c1)Nc1[n]c(cc[n]1)C1=CNC2N1CCCC2
1257,4gfn,Clc1c(CC)[nH]c2[n]c([n]c(c12)N1C[C@H]2[C@H]([NH3+])[C@H]2C1)Sc1c[n]c[n]c1
6442,2mip,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C[NH2+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)[C@H](CC)C)CC[C-](=O)=O)CC(C)C)Cc1ccccc1)C(C)C)Cc1ccccc1
8496,2vx1,N(c1[n]ccc(Nc2c3OCOc3ccc2Cl)[n]1)c1cccc(C(=O)N)c1
3082,4o0z,c1cc2ccc(cn2c1)C(=O)NCc1ccc(cc1)S(=O)(=O)c1cc(cc(c1)F)F
2795,2vd7,O=[C-](=O)c1cc[n]c(c1)[C-](=O)=O
1932,3of8,C(=O)(OCc1ccccc1)N[C@H](C(=O)N[C@@H](Cc1ccc(OC(C)(C)C)cc1)C(=O)CO)Cc1ccccc1
11775,1thz,c1c(ccc(c1C)n1[nH]c(c(c1=O)/N=N/c1c([C-](=O)=O)ccc(c1)[S](=O)(=O)=O)C)[S](=O)(=O)=O
1029,3kr1,Clc1ccc2c(c1)[nH]c(n2)N
9177,3ess,c12c3cccc1cccc2c(=O)[nH]c3=O
9184,3ew2,[C-](=O)(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
2975,3sjt,[B](O)(O)(O)CCCC[C@]([NH3+])([C-](=O)=O)C
4035,4bo7,n1c2ccc(nn2nn1)Nc1ccc2CCCc2c1
7605,1hlf,[C@]12([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)NC(=S)NC2=O
5508,1e1y,C[N@H+]1CC[C@@H]([C@@H](C1)O)c1c2oc(cc(=O)c2c(O)cc1O)c1c(Cl)cccc1
47,3ifp,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)Cc1nc[nH]c1)CCC[NH]=[C+](=[NH2])=[NH2])Cc1ccccc1)CC[C-](=O)=O)C
10016,3ewj,N(C(=O)[C@@H](CC(=O)NO)CC(C)C)[C@@H](C(C)(C)C)C(=O)N[C@@H](C)C(=O)NCC[NH3+]
9448,2r3t,c1c(ccc(S(=O)(=O)N(Cc2ccccc2)[C@H]2C[NH2+]C[C@@H]2N(S(=O)(=O)c2ccc(cc2)C(=O)N)Cc2ccccc2)c1)C(=O)N
9505,3p8o,C(=O)(OC1CCCC1)N[C@@H](C(C)(C)C)C(=O)N1[C@H](C(=O)N[C@]2([C@@H](C2)C=C)[C-](=O)=O)C[C@H](C1)Oc1cc([n]c2c1ccc(c2)OC)c1csc(n1)NC(=O)C(C)C
7093,4yrc,c1cc2cccc(O)c2[n]c1N
8832,3kc1,c12c(c(ccc1C(=O)N)OC[P](=O)(=O)=O)c1c(C2)scn1
7192,4xxs,c1(ccc(cc1F)F)[C@]12CO[C@H](C[C@H]1CS[C+](=[NH2])N2)c1cnn(c1)C
10700,3cyz,O=C(C)CCCCC/C=C/[C-](=O)=O
1163,4w7t,c1(c2c([n]c([n]1)N)C[C@@H](CC2=O)c1ccccc1)C
11497,4cpr,C(=O)([C@@H](NC(=O)[C@@](O)(CCC[N@H+](Cc1ccc(c2sccc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccc(cc1)CC=C)C(C)C)NCC=C
6625,2of4,c1[n]c2c(c([n]1)NCC[NH+]1CC[NH2+]CC1)c(c(o2)c1ccccc1)c1ccccc1
10593,1wc1,[P](=O)(=O)(=O)OP(=O)(=O)O[P@@](=S)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
1615,2rku,[n]1cc2c(N([C@@H](C(=O)N2C)CC)C2CCCC2)[n]c1Nc1ccc(cc1OC)C(=O)N[C@@H]1CC[N@H+](CC1)C
9511,3daz,NS(=O)(=O)c1sc(n(C)n1)NC(=O)C
866,2q6b,n1(C(C)C)c(c(c2CCCN(C(=O)c12)c1ccccc1)c1ccc(F)cc1)CC[C@H](C[C@H](C[C-](=O)=O)O)O
3212,4p0x,O=C1C(=C2[C@@]3(C)CCCC(C)(C)[C@@H]3C(=O)C=C2C=C1C(C)C)O
5383,3axm,[C-](=O)(=O)[C@@H]([C@H]([C@@H]([C@@H](CO[P](=O)(=O)=O)O)O)O)O
534,4bdt,OCCC1=C[C@@H]2Cc3[n]c4cc(Cl)ccc4c(N)c3[C@@H](C2)C1
4234,2vtq,C1CC(NC(=O)c2[nH]ncc2NC(=O)c2c(F)cccc2F)CC[NH2+]1
10825,2uy4,c1(nnc(NC(=O)C)s1)S(=O)(=O)N
6970,3cic,c1c(cc(cc1C)C(=O)N[C@H]([C@H](O)[C@H]1C(=O)N(CC[NH2+]1)Cc1ccccc1)Cc1cc(cc(c1)F)F)C(=O)N(CCC)CCC
63,3ijz,c1(cccc2c1C(=O)N(C2=O)c1ccc(cc1)C(=O)C)C
1330,3qo2,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C)CCCC[NH3+])[C@H](O)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])C)[C@H](O)C)CCC(=O)N)CCCC[NH3+])[C@H](O)C)C)C
9651,4zme,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)[n]c[n]c12
3390,3d20,Nc1ccc(cc1)S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@@H](NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)Cc1ccccc1
43,3ieo,C(=O)([C@@H](NC(=O)C)COC)NCc1ccccc1
1521,2os9,[C@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)O)O)O)O)O
6868,4uwh,c1ccc(cc1)[C@H](CN1[C+]2NC(=CC(=O)N2CC[C@H]1C(F)(F)F)N1CCOCC1)O
5305,1jt1,O=[C-](=O)[C@H]1CCCN1C(=O)[C@@H](C)CS
7756,4k3l,N([C@H](C(=O)N[C@H]([C-](=O)=O)Cc1ccccc1)CC(C)C)C(=O)C
958,2y77,C1(=C([C@](C[C@H]([C@@H]1O)O)([C-](=O)=O)O)Cc1cccs1)OCc1cc2ccccc2s1
10592,1w9u,CC(=O)N/[C+](/[NH2])=[NH]/CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](N2C(=O)[C@@H](NC(=O)[C@@H]3N(C1=O)CCC3)C[C@H]2O)Cc1c[nH]cn1)CCC[C-](=O)=O
5263,2wxn,CC(C)n1nc(c2c1[n]c[n]c2N)C#Cc1cc(ccc1)O
5695,3g4k,c1(cc(c(cc1)OC)OC1CCCC1)[C@H]1CC(=O)NC1
4498,3r91,Cc1c2n(c3c1C(=O)CC(C3)(C)C)c1ccc(c(c1)N[C@H](C(=O)N(CCC2)C)C)C(=O)N
8187,5e0a,[C@@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)NC(=O)C)O
7608,1hq5,O=[C-](=O)[C@@H]([NH3+])CSCC[B](O)(O)O
6481,1xo2,c1cc2c(cc1O)oc(c(c2=O)O)c1ccc(c(c1)O)O
8215,1z6d,[P](=O)(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH]cnc12
6670,3kyg,P(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(=O)[nH][c+](=[NH2])[nH]c12
8801,4anb,Fc1c(F)ccc(C(=O)N2CC(O)(C[NH3+])C2)c1Nc1c(F)cc(cc1)I
10070,5e2r,c1cc(N)ccc1C(=O)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)N
1730,1g6r,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H]([C-](=O)=O)CC(C)C)Cc1ccc(cc1)O)Cc1ccc(cc1)O)CCC[NH]=[C+](=[NH2])=[NH2])Cc1ccc(cc1)O)[C@H](CC)C)CO
1619,2rnw,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C)CCCC[NH3+])[C@H](O)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])C)[C@H](O)C)CCC(=O)N)CCCC[NH3+])[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])C
2356,4jjg,O1C2N3[Fe]([C]=O)([C]=O)(C(=O)CC3C(C)C(C2C)OP(=O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2c3nc(N)[nH]c(=O)c3nc2)/C/1=N/CS(=O)(=O)Cc1ccc(C)cc1
8872,1pi4,c1ccsc1CC(=O)N[C@H](B(O)O)c1ccccc1
10978,3gi5,O=C(C)c1cccc(c1)N1C(=O)O[C@@H](C1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2
7820,2kpl,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C(C)C)CCC(=O)N)[C@H](O)C)CC[C-](=O)=O)CCC[NH]=[C+](=[NH2])=[NH2])CCC[NH]=[C+](=[NH2])=[NH2])[C@H](O)C)CCC[NH]=[C+](=[NH2])=[NH2])CO)CO)CCC[NH]=[C+](=[NH2])=[NH2]
7787,4dwb,O=[P](=O)(=O)C([P](=O)(=O)=O)C[NH2+]CCCCC
11149,3hzk,[C-](=O)(=O)[C@]1(C[C@@H](O[C@]2([C-](=O)=O)C[C@@H](O)[C@@H](O)[C@H](O2)[C@H](O)CO)[C@@H](O)[C@H](O1)[C@H](O)CO)OCC=C
11181,3upv,[NH2+]1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)C(C)C)CC[C-](=O)=O)CC[C-](=O)=O)C(C)C)[C@H](O)C)CCC1
11803,3pbb,COc1ccc(cc1OC)/N=C(/S)\NCCCn1ccnc1
7948,3tl5,Cc1c(sc2c1[n]c([n]c2N1CCOCC1)c1c[n]c([n]c1)N)C[N+]1CCN(CC1)C(=O)[C@H](C)O
6147,1uys,O=[C-](=O)[C@@H](C)Oc1ccc(cc1)Oc1[n]cc(C(F)(F)F)cc1Cl
8239,5cs5,C(C[N@@H+]1CC[N@@H+](CC[S](=O)(=O)=O)CC1)[S](=O)(=O)=O
8479,1lvk,P(=O)(=O)([OH][Be]([FH])([FH])[FH])OP(=O)(=O)OC[C@H]1O[C@H](C[C@@H]1OC(=O)c1c(NC)cccc1)n1cnc2c(N)ncnc12
1091,4d2w,Brc1ccc(cc1)C(=O)Nc1ccc2CC[NH2+]CCc2c1
10544,1if8,C([C@H](CNC(=O)c1ccc(cc1)S(=O)(=O)N)C)n1ccc2c1cccc2
6604,5auz,c1c(O)cc(O)c2c(=O)c(coc12)c1ccc(O)cc1
11571,1egh,[P](=O)(=O)(=O)OC[C-](=O)=O
8220,1z9h,c12c(cc(cc1)OC)c(c(C)n2C(=O)c1ccc(cc1)Cl)C[C-](=O)=O
4139,3dv1,N1[C@@H](C[C@@H](CCCCCCCC(=O)N[C@H](C1=O)C)C)[C@@H](O)C[C@@H](C)C(=O)NCCCC
9340,4pp0,[C@@H]([C-](=O)=O)(CCC[NH]=[C+](=[NH2])=[NH2])[N@@H+]1[C@H](CC[C@@H]1O)[C-](=O)=O
9123,4bdh,Cc1c(c(N)[nH]n1)c1cccs1
5662,4l33,N#CCOC(=O)c1ccc(cc1)c1oc2ccccc2c(=O)c1
3335,3wke,c1cc(ccc1[C-](=O)=O)O[C@@H]1CC[C@H](CC1)NC(=O)N[C@@]12C[C@H]3C[C@H](C[C@H](C3)C2)C1
4672,3zt4,c1ccc2c(c1)/C(=C\c1ccc3c(c1[C-](=O)=O)OCO3)/C(=O)C2
1839,2dbl,C1C[C@H](OC(=O)CC[C-](=O)=O)C[C@@H]2CC[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CC[C@@H]1C(=O)C)C
3103,2r05,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CO)CC(C)C)CO)CCC[NH]=[C+](=[NH2])=[NH2])CC(C)C)CO)C)CC(C)C)CCC1)Cc1ccc(cc1)O)CC(C)C)CC[C-](=O)=O
8431,1epp,S(=O)(=O)(N(C)C)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC[C@@H](C)CC)CCCCNC(=S)NC)Cc1ccccc1
3572,4kox,S1CC(=C([C-](=O)=O)N2[C@H]1[C@@H](C2=O)NC(=O)Cc1cccs1)COC(=O)C
11169,3ubd,CC(=O)O[C@H]1[C@@H](O)[C@@H](O[C@H]([C@@H]1OC(=O)C)C)Oc1c(=O)c2c(oc1c1ccc(O)cc1)cc(O)cc2O
1338,3qri,c1(ccc2c(c1)ccc[n]2)n1c(cc(n1)C(C)(C)C)NC(=O)Nc1ccc(cc1F)Oc1cc([n]cc1)C(=O)NC
10842,4igt,ON(C(=O)CC[C@@H]([C-](=O)=O)C[C@H]([NH3+])[C-](=O)=O)C
7825,2ksp,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)C[C-](=O)=O)CC[C-](=O)=O)CC[C-](=O)=O)CC[C-](=O)=O)CC[C-](=O)=O)CC[C-](=O)=O)Cc3ccccc3)CCC2)CC(=O)N)Cc2ccc(cc2)O)CCC1)CCCC[NH3+])CO)CC[C-](=O)=O)CC(C)C
1691,3chc,CC(=O)N[C@H](C(=O)NC)CCC[NH]=[C+](=[NH2])=[NH]C(=O)NC
5856,3nm6,C(CO)(CO)(CO)[NH3+]
6393,1il4,c1c[nH]c2c(=O)[nH]c(N)nc12
11132,3hku,CC1(C)O[C@]2([C@@H](O1)[C@@H]1OC(C)(C)O[C@@H]1CO2)COS(=O)(=O)N
5539,1bq3,[C@H]1([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1O[P](=O)(=O)=O)O[P](=O)(=O)=O)O[P](=O)(=O)=O)O[P](=O)(=O)=O)O[P](=O)(=O)=O)O[P](=O)(=O)=O
6425,3s7f,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC[C-](=O)=O)CCCC[NH3+])CCCC[NH3+])CO)CCCC[NH3+])CC(C)C
7353,2i1r,c1(ccc(o1)/C=C/1\S/C(=N\[C@@H](c2ccc(cc2)F)c2nnn[nH]2)/NC1=O)CC
9166,1ow8,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C-](=O)=O)CC(=O)N)CC(C)C)CC[C-](=O)=O)CC(C)C)CC(C)C)CC(C)C)CCC[NH]=[C+](=[NH2])=[NH2])C[C-](=O)=O)CC(C)C)CC[C-](=O)=O)CO)CC(C)C
2695,2jbu,[NH3+][C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)C)C)C)C)C)C
10129,1dhi,[n]1c(N)[n]c(N)c2[n]c(c[n]c12)CN(C)c1ccc(cc1)C(=O)N[C@H]([C-](=O)=O)CC[C-](=O)=O
5665,4l3p,Nc1c2oc(cc2c(c[n]1)c1cn(nc1)C1CC[NH2+]CC1)c1cccc2c1scc2
10711,1gi1,c1(ccc2c(c1)nc([nH]2)c1ccccc1O)[C+](=[NH2])=[NH2]
843,4zz3,c1(ccc(cc1)C(=O)N[C@@H](CC[C-](=O)=O)[C-](=O)=O)CCc1c[nH]c2c1c(=O)[nH][c+](=[NH2])[nH]2
709,3tyq,c1(cc(N(=O)=O)ccc1)Cn1c2c(cc(cc2)CC)c(c2c(=O)[nH]ccc2)c1[C-](=O)=O
5722,1w6y,c1(cc2c(cc1)c1c(cc2)[C@H]2[C@](CC1)(C(=O)CC2)C)O
1191,1i43,c1(c(C[P](=O)(=O)=O)cccn1)[C-](=O)=O
5857,3nmq,Clc1[n]c(N)[n]c2c1c(cn2Cc1c(C)c(OC)c(C)c[n]1)C#CCC(C)(C)O
9481,1enu,[nH]1c(=O)c2ccc(cc2c(=O)[nH]1)N
9314,1nf8,C1(=CC=C[C@@H]([C@H]1O)OC(=C)[C-](=O)=O)[C-](=O)=O
11319,4q09,Fc1c(S(=O)(=O)N)c(F)c(F)c(c1NC1CCCCCCC1)S(=O)(=O)CCO
3703,1udu,c1ccc2c3c([nH]c2c1)[C@H](N1C(=O)CN(C(=O)[C@H]1C3)C)c1ccc2OCOc2c1
4398,4bds,c1cccc2[n]c3ccccc3c(c12)N
3206,4p02,P1(=O)(=O)OC[C@H]2O[C@H]([C@@H]([C@@H]2OP(=O)(=O)OC[C@H]2O[C@H]([C@@H]([C@@H]2O1)O)n1cnc2c(=O)[nH][c+](=[NH2])[nH]c12)O)n1cnc2c(=O)[nH][c+](=[NH2])[nH]c12
6159,1v3x,C[N@H+]1Cc2c(CC1)nc(s2)C(=O)N1CCN(C[C@@H]1C(=O)N)S(=O)(=O)c1ccc2cc(ccc2c1)Cl
